"Year","Age","Height","Weight","Sprint_40yd","Vertical_Jump","Bench_Press_Reps","Broad_Jump","Agility_3cone","Shuttle","BMI","Player_Type","Position_Type","Position","Drafted","Age_imp","Agility_3cone_imp","Shuttle_imp","Bench_Press_Reps_imp","Broad_Jump_imp","Vertical_Jump_imp","Sprint_40yd_imp","Id"
2009,20,1.85,106.6,4.38,85.09,25,325.12,7.13,4.36,31.00419426,"offense","backs_receivers","RB",1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1
2009,22,1.88,118.4,4.84,83.82,27,292.1,7.38,4.45,33.5100731,"defense","defensive_lineman","DE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
2009,24,2.01,165.1,5.5,63.66,21,236.59,8.15,5.01,41.0058207,"offense","offensive_lineman","OG",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3
2009,23,1.8,92.1,4.49,93.98,15,304.8,7.09,4.23,28.31246274,"defense","defensive_back","FS",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
2009,22,1.88,110.7,4.76,92.71,26,304.8,7.1,4.4,31.32742466,"defense","line_backer","OLB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
2009,23,1.93,139.3,5.28,71.49,29,255.27,7.77,4.75,37.36882981,"offense","offensive_lineman","OG",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,6
2009,24,1.88,135.6,4.98,77.58,29,268.75,7.56,4.61,38.38893432,"defense","defensive_lineman","DT",1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,7
2009,21,2.03,140.2,5.32,55.88,19,238.76,7.87,4.88,33.94507814,"offense","offensive_lineman","OT",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8
2009,23,1.88,120.7,4.53,88.9,28,304.8,7.46,4.43,34.15202852,"defense","defensive_lineman","DE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9
2009,22,1.78,82.1,4.44,87.63,14,279.4,6.93,4.16,25.97052937,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10
2009,23,1.83,100.2,4.49,93.98,16,312.42,6.81,4.26,29.97268077,"defense","defensive_back","SS",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11
2009,21,1.88,137.9,5.32,83.82,29,266.83,7.59,4.63,39.03088974,"defense","defensive_lineman","DT",1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,12
2009,22,1.93,140.2,5.16,77.47,21,261.62,7.81,4.6,37.61227495,"offense","offensive_lineman","OT",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13
2009,23,1.93,116.1,4.78,74.93,17,287.02,7.28,4.56,31.1609786,"offense","backs_receivers","TE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14
2009,23,1.85,108.4,4.6,86.36,20,304.8,7.08,4.32,31.53192523,"defense","line_backer","ILB",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
2009,23,1.78,81.2,4.35,92.71,15,307.34,6.77,4.1,25.6835622,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16
2009,23,1.93,119.3,4.79,82.55,24,274.32,7.52,4.47,32.01303661,"defense","defensive_lineman","DE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17
2009,22,1.75,98,4.34,101.6,27,297.18,6.99,4.29,31.89729662,"offense","backs_receivers","RB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
2009,20,1.93,112.9,4.64,96.52,22,314.96,7.52,4.38,30.30892059,"defense","defensive_lineman","DE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19
2009,23,1.96,108.9,4.52,83.82,19,292.1,6.96,4.46,28.45955458,"offense","backs_receivers","TE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20
2009,22,1.91,138.3,5.33,77.47,23,261.62,7.77,4.52,38.12199499,"offense","offensive_lineman","OG",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,21
2009,22,1.78,93.9,4.68,89.55,19,298.33,7,4.23,29.70110265,"defense","defensive_back","CB",1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,22
2009,21,1.8,84.8,4.66,92.58,18,307.33,6.84,4.15,26.08093858,"defense","defensive_back","CB",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,23
2009,22,1.93,140.6,5.19,77.47,30,251.46,7.56,4.51,37.73399752,"offense","offensive_lineman","C",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24
2009,22,1.88,106.1,4.83,80.01,15,276.86,7.05,4.37,30.04351381,"defense","line_backer","OLB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25
2009,21,1.85,116.1,4.65,80.01,26,289.56,7.55,4.53,33.77478183,"defense","defensive_lineman","DE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26
2009,22,1.83,111.1,4.58,86.36,30,284.48,7.31,4.49,33.22763253,"offense","backs_receivers","FB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27
2009,21,1.83,94.3,4.43,100.33,14,299.72,6.89,4.22,28.2095819,"offense","backs_receivers","RB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28
2009,23,1.91,136.5,4.96,62.23,24,246.38,7.44,4.73,37.6220344,"defense","defensive_lineman","DT",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29
2009,20,1.73,82.6,4.41,95.25,19,307.34,7.15,4.2,27.67272134,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30
2009,24,1.85,89.8,4.43,91.44,12,312.42,6.6,3.98,26.12268282,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31
2009,22,1.96,149.2,5.32,68.48,27,247.95,7.91,4.85,39.01330607,"offense","offensive_lineman","OG",1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,32
2009,22,1.96,130.6,4.81,90.17,28,302.26,7.7,4.56,34.1514655,"defense","defensive_lineman","DE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33
2009,22,1.85,108.4,4.51,93.98,30,287.02,6.98,4.12,31.53192523,"defense","line_backer","OLB",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34
2009,22,1.8,83.9,4.34,88.9,14,309.88,6.81,4.15,25.80199806,"offense","backs_receivers","WR",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,35
2009,21,1.75,87.1,4.56,100.33,17,299.72,7.01,4.28,28.35315255,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36
2009,21,1.85,95.3,4.44,87.63,17,294.64,6.95,4.4,27.70587572,"offense","backs_receivers","WR",1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,37
2009,22,1.93,150.6,5.28,67.85,29,245.43,7.95,4.86,40.41189412,"offense","offensive_lineman","OT",1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,38
2009,22,1.93,136.5,5.14,78.74,26,251.46,7.69,4.79,36.63849437,"offense","offensive_lineman","C",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39
2009,22,1.98,110.7,4.83,85.4,19,292.8,7.08,4.36,28.19674185,"offense","backs_receivers","TE",1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,40
2009,25,1.78,90.7,4.44,91.44,21,317.5,6.82,4.08,28.69671754,"offense","backs_receivers","RB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41
2009,22,2.01,120.7,4.61,97.79,28,325.12,7.42,4.37,29.96579205,"defense","defensive_lineman","DE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42
2009,23,1.85,87.5,4.5,96.52,23,322.58,7.05,4.01,25.46301912,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43
2009,22,1.88,112.9,4.91,86.05,23,210.82,7.13,4.35,31.96938008,"defense","line_backer","ILB",1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,44
2009,23,1.85,99.8,4.87,78.57,17,278.71,7.44,4.53,29.02520314,"special_teams","kicking_specialist","P",1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,45
2009,23,1.93,141.1,5.17,70.91,27,253.69,7.8,4.77,37.8557201,"offense","offensive_lineman","C",1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,46
2009,21,1.8,103.9,4.65,88.01,30,279.4,6.98,4.2,31.93868949,"defense","line_backer","OLB",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,47
2009,23,1.88,116.6,4.75,83.82,35,279.4,7.2,4.46,32.99650876,"defense","defensive_lineman","DE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48
2009,23,1.8,98.9,4.45,81.28,17,276.86,7.15,4.37,30.40451664,"offense","backs_receivers","RB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49
2009,22,1.85,95.3,4.51,92.71,17,322.58,6.95,4.27,27.70587572,"offense","backs_receivers","WR",1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,50
2009,22,1.83,83.9,4.63,91.44,24,312.42,6.81,4.24,25.09025313,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51
2009,21,1.91,94.8,4.46,95.25,16,301.28,6.72,4.19,26.12294083,"offense","backs_receivers","WR",1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,52
2009,22,1.8,87.1,4.49,91.9,18,305.48,6.87,4.17,26.77828988,"defense","defensive_back","CB",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,53
2009,22,1.93,147.4,5.29,77.47,23,248.92,7.68,4.75,39.55983611,"offense","offensive_lineman","OT",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54
2009,22,1.8,88,4.5,80.01,17,276.86,7.27,4.35,27.0572304,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55
2009,21,1.96,113.9,4.78,85.09,20,284.48,6.84,4.27,29.76395083,"offense","backs_receivers","TE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56
2009,20,1.88,118.4,4.78,83.82,24,284.48,7.23,4.49,33.5100731,"defense","defensive_lineman","DE",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,57
2009,21,1.83,106.1,4.59,88.9,22,292.1,7.21,4.34,31.73577964,"defense","line_backer","OLB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58
2009,21,1.88,112.5,4.72,83.82,24,287.02,7.21,4.4,31.840989,"defense","line_backer","OLB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59
2009,22,1.88,103,4.57,77.9,25,277.71,7.47,4.55,29.14477622,"special_teams","kicking_specialist","K",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,60
2009,22,1.8,85.7,4.5,90.79,15,301.75,6.85,4.21,26.3598791,"offense","backs_receivers","WR",1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,61
2009,23,1.91,102.1,4.61,83.82,18,284.48,7.34,4.49,28.12278319,"offense","backs_receivers","QB",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,62
2009,23,1.88,97.1,4.57,95.25,17,297.18,7.14,4.42,27.47569212,"defense","defensive_back","SS",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63
2009,21,1.8,83.5,4.53,92.99,14,308.43,6.82,4.14,25.6625278,"defense","defensive_back","CB",1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,64
2009,21,1.8,98.4,4.5,90.17,25,292.1,6.84,4.27,30.26504638,"offense","backs_receivers","RB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65
2009,22,1.93,119.7,4.88,82.55,24,302.26,7.5,4.62,32.13475918,"offense","backs_receivers","TE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66
2009,24,1.96,99.8,4.87,72.39,17,269.24,6.93,4.37,26.08792503,"offense","backs_receivers","QB",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,67
2009,23,1.83,89.8,4.53,96.52,14,302.26,6.8,4.16,26.853352,"defense","defensive_back","FS",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68
2009,22,1.83,85.7,4.37,93.98,15,287.02,6.96,4.1,25.63274509,"offense","backs_receivers","WR",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,69
2009,23,1.75,87.5,4.47,86.36,13,317.5,7.09,4.38,28.50082522,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70
2009,23,1.96,138.8,5.23,62.23,23,228.6,7.59,4.7,36.28593209,"offense","offensive_lineman","OG",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71
2009,23,1.91,123.4,4.77,74.93,18,259.08,7.56,4.51,33.99732012,"defense","defensive_lineman","DE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72
2009,21,1.88,99.3,4.4,105.41,19,335.28,6.6,4.28,28.11764754,"defense","defensive_back","FS",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73
2009,21,1.88,102.1,4.81,77.47,19,271.78,7.06,4.47,28.88799405,"offense","backs_receivers","QB",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,74
2009,22,1.8,88,4.47,83.82,15,299.91,6.88,4.22,27.0572304,"offense","backs_receivers","WR",1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,75
2009,21,1.88,107,4.56,87.9,19,302.26,7.04,4.3,30.30029598,"defense","line_backer","OLB",1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,76
2009,24,1.96,115.7,4.79,83.82,26,309.88,6.92,4.26,30.23827674,"offense","backs_receivers","TE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77
2009,21,1.8,91.6,4.52,93.98,12,320.04,6.67,4.17,28.17299248,"defense","defensive_back","FS",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78
2009,21,1.88,107,4.69,93.98,22,297.18,7.31,4.3,30.30029598,"defense","line_backer","OLB",1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,79
2009,24,1.96,119.3,4.8,83.82,22,299.72,7.12,4.37,31.18692856,"offense","backs_receivers","TE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80
2009,23,2.01,138.8,4.82,88.9,25,279.4,7.06,4.34,34.47192619,"offense","offensive_lineman","OT",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,81
2009,22,1.91,124.7,4.94,80.01,19,271.78,7.4,4.58,34.37229056,"defense","defensive_lineman","DE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82
2009,22,1.85,89.8,4.48,92.71,16,317.5,7,4.2,26.12268282,"defense","defensive_back","FS",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,83
2009,22,1.85,152.9,5.12,81.28,33,261.62,7.9,4.69,44.4613339,"defense","defensive_lineman","DT",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84
2009,22,1.96,137.9,4.99,71.12,31,266.7,8.01,4.82,36.04876914,"offense","offensive_lineman","OT",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85
2009,22,1.91,108.9,4.58,90.17,23,307.34,6.9,4.18,29.9976354,"defense","line_backer","OLB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86
2009,22,1.85,111.6,4.72,81.28,16,292.1,7.21,4.41,32.45545442,"offense","backs_receivers","FB",1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,87
2009,22,1.91,110.2,4.64,88.9,30,304.8,6.84,4.22,30.37260584,"defense","line_backer","OLB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,88
2009,24,1.96,118.8,4.84,77.47,21,271.78,7.31,4.56,31.06834709,"offense","backs_receivers","TE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,89
2009,23,1.8,92.5,4.5,96.52,22,302.26,7.39,4.43,28.451933,"defense","defensive_back","FS",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90
2009,22,1.91,140.2,5.24,71.12,23,281.94,7.96,5.04,38.62195558,"offense","offensive_lineman","C",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,91
2009,22,1.83,93.4,4.58,80.01,12,297.18,7.06,4.3,27.93833592,"defense","defensive_back","FS",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,92
2009,22,1.93,116.1,4.47,102.87,21,325.12,6.87,4.18,31.1609786,"defense","line_backer","OLB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,93
2009,24,1.91,111.6,4.69,91.44,28,281.94,7,4.48,30.74757628,"offense","backs_receivers","FB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,94
2009,21,1.78,95.3,4.46,105.41,19,317.5,6.93,4.1,30.13155341,"offense","backs_receivers","RB",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,95
2009,22,1.83,138.8,5.08,76.2,37,264.16,7.78,5.06,41.50063491,"defense","defensive_lineman","DT",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96
2009,23,1.85,90.7,4.53,86.36,17,304.8,6.78,4.24,26.38654831,"offense","backs_receivers","WR",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,97
2009,21,1.75,85.3,4.43,92.71,15,309.88,7.09,4.08,27.76246187,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,98
2009,22,1.93,146.5,5.29,69.16,20,248.97,7.89,4.82,39.31639097,"offense","offensive_lineman","OG",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,99
2009,23,1.93,138.3,5.07,77.47,25,254,7.57,4.64,37.12538466,"defense","defensive_lineman","DT",1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,100
2009,23,1.91,102.1,4.87,73.66,18,259.08,7,4.48,28.12278319,"offense","backs_receivers","QB",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,101
2009,21,1.96,140.2,5.18,72.39,23,279.4,7.86,4.78,36.64167652,"offense","offensive_lineman","OT",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,102
2009,23,1.78,86.6,4.5,107.95,13,327.66,7.1,4.41,27.40536525,"offense","backs_receivers","WR",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,103
2009,21,1.73,88.5,4.3,102.87,18,320.04,6.65,4.28,29.6493443,"offense","backs_receivers","WR",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,104
2009,22,1.91,145.6,4.93,71.12,31,261.62,7.9,4.78,40.12183735,"defense","defensive_lineman","DT",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,105
2009,22,1.85,83.5,4.31,105.41,7,327.66,6.62,4.11,24.27562444,"offense","backs_receivers","WR",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,106
2009,21,1.98,140.2,5.14,72.39,24,254,7.87,4.91,35.70816899,"offense","offensive_lineman","OT",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,107
2009,23,1.85,104.8,4.52,86.36,29,304.8,6.86,4.2,30.4764633,"offense","backs_receivers","RB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,108
2009,22,1.93,134.3,4.94,72.39,27,259.08,7.64,4.8,36.02988151,"defense","defensive_lineman","DE",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,109
2009,22,1.75,101.2,4.51,85.09,25,294.64,7.13,4.33,32.93100531,"offense","backs_receivers","RB",1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,110
2009,24,1.83,83.5,4.4,91.84,20,305.39,6.79,4.18,24.95463014,"offense","backs_receivers","WR",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,111
2009,22,1.83,89.4,4.5,114.3,9,342.9,6.84,4.2,26.71772901,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,112
2009,21,1.91,135.2,4.82,74.93,30,261.62,7.52,4.55,37.24706395,"defense","defensive_lineman","DT",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,113
2009,23,1.88,115.7,4.74,91.44,24,271.78,7.26,4.38,32.73972659,"defense","line_backer","OLB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,114
2009,22,1.78,82.6,4.4,92.71,8,325.12,6.9,4.23,26.11401296,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,115
2009,22,1.78,99.3,4.67,86.36,20,289.56,7.08,4.32,31.4229057,"offense","backs_receivers","RB",1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,116
2009,22,1.88,140.2,5.4,70.81,22,251.79,7.82,4.76,39.67284516,"offense","offensive_lineman","OG",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,117
2009,22,1.83,90.3,4.35,80.01,16,297.18,6.89,4.23,26.98897499,"offense","backs_receivers","WR",1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,118
2009,21,1.96,151,5.22,67.89,39,246.36,7.94,4.87,39.48763198,"offense","offensive_lineman","OG",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,119
2009,22,1.85,103,4.75,88.86,32,298.5,6.99,4.27,29.94873233,"defense","line_backer","OLB",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,120
2009,22,1.96,140.2,5.09,60.96,33,243.84,7.53,4.69,36.64167652,"offense","offensive_lineman","OT",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,121
2009,22,1.91,141.5,4.92,77.47,29,271.78,8.28,4.84,38.99692602,"defense","defensive_lineman","DT",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,122
2009,22,1.83,99.8,4.57,88.9,19,281.94,6.85,4.29,29.83705778,"offense","backs_receivers","RB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,123
2009,22,1.88,110.7,4.72,83.82,22,292.1,6.93,4.24,31.32742466,"defense","line_backer","ILB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,124
2009,22,1.83,95.7,4.44,88.1,27,295.29,6.98,4.28,28.61645087,"offense","backs_receivers","WR",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,125
2009,22,1.83,88.9,4.44,97.79,20,309.88,7.04,4.29,26.58210602,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,126
2009,20,1.8,92.1,4.4,91.44,25,317.5,6.75,4.07,28.31246274,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,127
2009,22,1.88,88.5,4.49,87.63,15,304.8,6.65,4.12,25.03626151,"offense","backs_receivers","WR",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,128
2009,21,1.96,101.2,4.59,88.15,17,299.4,6.95,4.28,26.44366947,"offense","backs_receivers","WR",1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,129
2009,21,1.91,97.1,4.47,86.36,10,302.26,6.92,4.15,26.74789156,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,130
2009,22,2.01,137.9,4.96,72.7,23,260.95,7.69,4.73,34.24661949,"offense","offensive_lineman","OT",1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,131
2009,23,1.83,89.4,4.55,88.9,16,297.18,7.06,4.42,26.71772901,"offense","backs_receivers","QB",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,132
2009,23,1.83,94.3,4.33,95.25,19,322.58,7.27,4.38,28.2095819,"defense","defensive_back","FS",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,133
2009,20,1.8,87.1,4.39,90.38,19,300.65,6.87,4.22,26.77828988,"offense","backs_receivers","WR",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,134
2009,23,1.78,97.1,4.43,85.09,29,294.64,7.02,4.2,30.70548776,"defense","defensive_back","SS",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,135
2009,23,1.88,114.3,4.67,90.17,26,289.56,7.03,4.32,32.35455334,"defense","line_backer","ILB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,136
2009,21,1.75,88,4.48,88.9,22,292.1,6.93,4.3,28.64849789,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,137
2009,23,2.03,150.6,5.45,73.66,24,241.3,8.18,5.06,36.47173444,"offense","offensive_lineman","OT",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,138
2009,21,1.8,96.2,4.49,86.36,25,302.26,7.01,4.25,29.56769508,"defense","defensive_back","SS",1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,139
2009,23,1.88,110.2,4.76,86.9,27,284.48,7.09,4.33,31.19903357,"defense","line_backer","OLB",1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,140
2009,21,1.83,83,4.52,91.98,14,305.76,6.78,4.17,24.81900715,"offense","backs_receivers","WR",1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,141
2009,22,1.88,137.4,5.08,64.77,17,267.21,7.59,4.63,38.90249866,"defense","defensive_lineman","DT",1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,142
2009,22,1.78,83,4.41,109.22,15,340.36,6.92,4.18,26.25749655,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,143
2009,22,1.83,144.7,5.03,76.2,35,271.78,8.16,4.75,43.26373378,"defense","defensive_lineman","DT",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,144
2009,22,1.91,149.7,5.48,71.12,32,251.46,8.15,4.73,41.24674867,"defense","defensive_lineman","DT",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,145
2009,23,1.91,105.2,4.9,78.72,15,280.19,7.15,4.37,28.99771422,"special_teams","other_special","LS",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,146
2009,21,1.83,92.5,4.51,83.82,15,314.96,6.59,4.08,27.66708994,"defense","defensive_back","CB",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,147
